order_id,order_date,customer_name,segment,region,state,category,sub_category,sales,quantity,discount,profit,order_year,order_month,month_name,quarter,profit_margin,sales_category,discount_categoty,profit_status,large_order
975352,2022-11-29,Sneha,Consumer,West,Tamil Nadu,Furniture,Laptop,3827.995150807619,4,0.1997586983320393,-3362.838317158421,2022,11,November,4,-87.84855217094356,Low,Low Discount,loss,below average
677506,2023-10-22,Vishal,Corporate,West,Tamil Nadu,Electronics,Table,15000.565840496349,2,0.4244907470340409,-4457.985135054297,2023,10,October,4,-29.718779827753405,Low,High discount,loss,below average
406604,2022-09-16,Sneha,Consumer,West,Maharashtra,Electronics,Chair,18954.815472627903,9,0.1569030849340172,3747.653018368339,2022,9,September,3,19.771508848399055,Medium,Low Discount,profit,below average
919407,2023-03-26,unknown_customer,Corporate,East,Gujarat,Furniture,Chair,17824.93282901822,8,0.3465148646840174,5070.029231767885,2023,3,March,1,28.44346893422284,Medium,High discount,profit,below average
847567,2022-03-30,Rahul,Corporate,East,Tamil Nadu,Clothing,Laptop,31026.969459581585,9,0.1331172436652237,13552.665291322934,2022,3,March,1,43.68027405634252,Medium,Low Discount,profit,above Average
442424,2023-05-31,Amit,Consumer,East,Gujarat,Electronics,Shirt,12403.569005942629,8,0.4014911263177286,5106.6294439645735,2023,5,May,2,41.1706456546334,Low,High discount,profit,below average
554581,2023-06-09,Amit,Corporate,West,Tamil Nadu,Furniture,Shirt,27784.15375240377,9,0.4294842001458429,16.1383534204042,2023,6,June,2,0.058084739827672364,Medium,High discount,profit,above Average
367688,2023-03-12,Rahul,Consumer,West,Karnataka,Furniture,Shirt,28040.401490336,5,0.4703693805754095,18348.941904524392,2023,3,March,1,65.43751490451474,Medium,High discount,profit,above Average
243748,2022-07-02,Rahul,Consumer,South,Maharashtra,Electronics,Shirt,44742.96546654536,7,0.4557395184904407,1481.334837680164,2022,7,July,3,3.3107658874058505,High,High discount,profit,above Average
167300,2022-04-10,Karan,Consumer,East,Karnataka,Electronics,Laptop,37456.389913907326,7,0.0754221257890737,4605.251607334387,2022,4,April,2,12.294969210645913,High,Low Discount,profit,above Average
516441,2022-12-18,Rahul,Consumer,North,Delhi,Furniture,Chair,36132.53624956354,7,0.0711391826107845,14329.428392019814,2022,12,December,4,39.65796448123097,High,Low Discount,profit,above Average
288751,2022-06-11,Priya,Home Office,South,Tamil Nadu,Electronics,Chair,16162.89400577171,3,0.0858418690142973,6764.033879871349,2022,6,June,2,41.84915076134223,Low,Low Discount,profit,below average
790885,2023-08-02,Vishal,Home Office,South,Gujarat,Electronics,Shoes,18120.569778103807,3,0.3348548845654135,13458.461026991714,2023,8,August,3,74.27173202497416,Medium,High discount,profit,below average
497745,2023-04-05,Vishal,Consumer,North,Tamil Nadu,Furniture,Phone,19913.12411185769,7,0.3196559174889415,5467.22951139904,2023,4,April,2,27.455408205603778,Medium,High discount,profit,below average
242412,2023-11-14,Vishal,Corporate,South,Maharashtra,Furniture,Phone,25670.457280090177,3,0.4647202542161524,19599.88133835389,2023,11,November,4,76.35189792102153,Medium,High discount,profit,above Average
383028,2022-06-25,Rahul,Consumer,North,Gujarat,Clothing,Laptop,7260.457283651258,4,0.4239856435187277,1725.6888871780884,2022,6,June,2,23.768322293747392,Low,High discount,profit,below average
630799,2023-01-16,Sneha,Consumer,North,Gujarat,Clothing,Laptop,20804.92513878218,8,0.0267177150682162,1382.9439483450851,2023,1,January,1,6.647195022909061,Medium,Low Discount,profit,below average
134084,2023-03-19,Neha,Corporate,North,Maharashtra,Clothing,Phone,25156.63262709837,3,0.2142847174757949,6289.560137564231,2023,3,March,1,25.00159791175392,Medium,Low Discount,profit,above Average
943224,2022-03-16,Amit,Consumer,East,Karnataka,Electronics,Laptop,44543.349670008654,9,0.0438031723813177,-754.339352313872,2022,3,March,1,-1.6934948940801682,High,Low Discount,loss,above Average
870663,2022-01-04,Rahul,Consumer,South,Tamil Nadu,Electronics,Phone,13757.89151154724,8,0.0038255531269587,-1456.611386256297,2022,1,January,1,-10.58746091313293,Low,Low Discount,loss,below average
173861,2023-12-03,Sneha,Home Office,North,Maharashtra,Clothing,Laptop,43667.53052451128,7,0.2519663097885007,7317.76690737627,2023,12,December,4,16.757913304185337,High,Low Discount,profit,above Average
692656,2023-10-21,Vishal,Consumer,West,Tamil Nadu,Electronics,Table,20511.57491982191,7,0.0539946457657913,14904.2513994749,2023,10,October,4,72.6626378409967,Medium,Low Discount,profit,below average
183793,2023-03-08,Vishal,Consumer,West,Tamil Nadu,Furniture,Shoes,32891.26096274607,6,0.4550128569571601,2012.9297306049805,2023,3,March,1,6.119953056481791,Medium,High discount,profit,above Average
258056,2022-05-27,unknown_customer,Corporate,East,Delhi,Furniture,Laptop,36835.47731120599,9,0.3099322058112047,4586.368284501032,2022,5,May,2,12.45095386100991,High,High discount,profit,above Average
279001,2023-04-14,unknown_customer,Home Office,West,Tamil Nadu,Clothing,Laptop,14148.20387448033,6,0.4002919226631659,1684.82301272138,2023,4,April,2,11.908388002242189,Low,High discount,profit,below average
239978,2023-10-14,Neha,Corporate,North,Gujarat,Electronics,Chair,49605.60831739467,5,0.3593943615763141,18880.2563830532,2023,10,October,4,38.0607294688344,High,High discount,profit,above Average
178343,2023-04-22,Neha,Consumer,South,Tamil Nadu,Furniture,Laptop,3260.395721376911,5,0.0822363488719347,11579.673404268804,2023,4,April,2,355.16159367852885,Low,Low Discount,profit,below average
365308,2022-04-27,Sneha,Home Office,West,Karnataka,Clothing,Shoes,12600.929075735456,2,0.3586479683765864,13607.131434350362,2022,4,April,2,107.98514421093334,Low,High discount,profit,below average
198696,2023-03-25,Priya,Home Office,West,Maharashtra,Furniture,Chair,44229.37534712003,9,0.2378660248335957,19702.067601450435,2023,3,March,1,44.54520880483862,High,Low Discount,profit,above Average
276282,2023-09-13,Amit,Consumer,East,Gujarat,Furniture,Shirt,12196.16237114813,8,0.1357295307946641,-381.631641371353,2023,9,September,3,-3.1291125007827088,Low,Low Discount,loss,below average
549042,2023-07-24,Vishal,Consumer,North,Tamil Nadu,Electronics,Phone,4271.78767279583,9,0.4832158132366219,15262.27815441008,2023,7,July,3,357.2808230054448,Low,High discount,profit,below average
501339,2023-06-19,Amit,Corporate,East,Tamil Nadu,Furniture,Phone,11350.710127869996,8,0.0479472062013068,10963.456940294567,2023,6,June,2,96.58829110061946,Low,Low Discount,profit,below average
277946,2022-07-05,Karan,Home Office,East,Delhi,Electronics,Phone,22628.39281964849,1,0.1288050018343257,4900.349151582508,2022,7,July,3,21.655754302300604,Medium,Low Discount,profit,below average
788630,2023-04-17,Karan,Corporate,North,Tamil Nadu,Clothing,Table,13652.684550616306,4,0.4017717249030787,9595.123025027577,2023,4,April,2,70.2801195578377,Low,High discount,profit,below average
549777,2022-08-16,Priya,Home Office,East,Karnataka,Clothing,Laptop,32777.74408586256,7,0.4185338869403995,-4408.790295961863,2022,8,August,3,-13.450560491328712,Medium,High discount,loss,above Average
327561,2022-07-19,Vishal,Home Office,North,Karnataka,Furniture,Chair,38012.32114089164,1,0.1850889717774744,-3927.38130286986,2022,7,July,3,-10.331863945674687,High,Low Discount,loss,above Average
883930,2023-04-14,Priya,Consumer,East,Gujarat,Furniture,Shirt,17908.366028052533,8,0.4144767453658436,-2373.224378307924,2023,4,April,2,-13.252043065181882,Medium,High discount,loss,below average
486328,2023-06-20,Neha,Consumer,West,Karnataka,Electronics,Shirt,25064.981390595312,7,0.3356631973332077,15327.224828545091,2023,6,June,2,61.149954949881,Medium,High discount,profit,below average
382247,2022-06-24,Rahul,Consumer,East,Gujarat,Electronics,Chair,29183.69638940235,7,0.1214176045533922,10918.443502344262,2022,6,June,2,37.41281898172824,Medium,Low Discount,profit,above Average
993093,2022-01-13,Vishal,Consumer,North,Tamil Nadu,Clothing,Chair,23126.212392984056,1,0.2890974707341339,9766.1371700048,2022,1,January,1,42.229730506875455,Medium,Low Discount,profit,below average
694319,2022-02-22,Amit,Consumer,West,Gujarat,Clothing,Shirt,49123.80392030816,2,0.0973987083236554,5635.205631762123,2022,2,February,1,11.471435805142292,High,Low Discount,profit,above Average
642445,2023-12-10,Priya,Corporate,West,Tamil Nadu,Clothing,Shirt,48898.71981605581,6,0.3701776617122552,1849.5911372814744,2023,12,December,4,3.7824939880617574,High,High discount,profit,above Average
241521,2023-07-16,Amit,Consumer,East,Gujarat,Electronics,Shoes,19331.187622491976,3,0.2101515069615562,-1485.1309851335827,2023,7,July,3,-7.682564641841363,Medium,Low Discount,loss,below average
174176,2023-08-25,Vishal,Corporate,West,Tamil Nadu,Furniture,Shoes,16472.49154996816,3,0.0245357894119763,13116.170861168746,2023,8,August,3,79.62469321281334,Low,Low Discount,profit,below average
899666,2023-12-23,Karan,Consumer,South,Tamil Nadu,Furniture,Phone,11599.373145073778,4,0.2709914951888275,10321.913405332976,2023,12,December,4,88.98682089313304,Low,Low Discount,profit,below average
866412,2022-06-14,unknown_customer,Home Office,West,Maharashtra,Electronics,Chair,35235.009541004714,8,0.4666955605859724,16134.050350965674,2022,6,June,2,45.78982824508586,High,High discount,profit,above Average
807161,2022-06-22,Rahul,Home Office,South,Maharashtra,Furniture,Table,35054.654831162195,2,0.2952213516471724,13595.1085550973,2022,6,June,2,38.7826056784099,High,Low Discount,profit,above Average
812252,2023-07-15,Sneha,Corporate,North,Tamil Nadu,Furniture,Table,26631.49320370848,5,0.1759211722374449,13119.594404779484,2023,7,July,3,49.263457758172414,Medium,Low Discount,profit,above Average
626925,2023-07-06,Karan,Corporate,West,Gujarat,Electronics,Shirt,4997.951284728303,8,0.0903582791981694,15019.703530637522,2023,7,July,3,300.5172054503932,Low,Low Discount,profit,below average
664485,2022-08-08,Priya,Consumer,West,Maharashtra,Clothing,Phone,14470.572080221156,6,0.0808641781950126,7863.138583472639,2022,8,August,3,54.33882323298212,Low,Low Discount,profit,below average
574665,2023-04-10,Neha,Consumer,West,Tamil Nadu,Clothing,Shoes,35939.67875369137,9,0.1525829917098762,9771.39903598548,2023,4,April,2,27.18833160127192,High,Low Discount,profit,above Average
297345,2023-11-05,Rahul,Home Office,South,Maharashtra,Electronics,Shirt,48218.54016930539,5,0.1158798344874802,10206.429715895072,2023,11,November,4,21.167023472834643,High,Low Discount,profit,above Average
674388,2022-05-12,Neha,Corporate,West,Maharashtra,Electronics,Laptop,19673.333815378213,6,0.4535505623156038,4754.101643285276,2022,5,May,2,24.16520599863506,Medium,High discount,profit,below average
834750,2022-06-11,Sneha,Consumer,West,Tamil Nadu,Clothing,Shoes,12209.192668643467,2,0.2382348296700659,16393.64108986416,2022,6,June,2,134.27293298407432,Low,Low Discount,profit,below average
209767,2023-04-18,Priya,Consumer,East,Maharashtra,Clothing,Shirt,25064.981390595312,6,0.2832366582217328,-404.6025278712823,2023,4,April,2,-1.6142143557429256,Medium,Low Discount,loss,below average
646702,2023-06-17,Sneha,Consumer,South,Karnataka,Furniture,Laptop,25484.111783114648,3,0.4106197364139164,7317.76690737627,2023,6,June,2,28.715016515603665,Medium,High discount,profit,above Average
759297,2023-09-04,Amit,Corporate,East,Gujarat,Furniture,Laptop,49147.7070710226,6,0.3923559256079155,-941.2643155478308,2023,9,September,3,-1.9151744234733556,High,High discount,loss,above Average
545899,2023-03-04,unknown_customer,Consumer,South,Delhi,Clothing,Shirt,46056.583136017856,7,0.2703724658925075,-1620.3641738539036,2023,3,March,1,-3.5182031829597933,High,Low Discount,loss,above Average
546991,2023-11-28,Priya,Corporate,West,Karnataka,Clothing,Shirt,29433.955857872927,6,0.4494941533228236,18233.34521953948,2023,11,November,4,61.94663506183953,Medium,High discount,profit,above Average
410375,2023-09-17,Karan,Home Office,North,Tamil Nadu,Clothing,Phone,15523.047762776108,2,0.3059005419725658,558.9722252733754,2023,9,September,3,3.6009180272818417,Low,High discount,profit,below average
387795,2023-07-12,Amit,Consumer,North,Gujarat,Electronics,Shirt,36888.14051114901,2,0.4523675709284115,10041.19392926166,2023,7,July,3,27.220656260043324,High,High discount,profit,above Average
584137,2023-10-24,Sneha,Home Office,North,Gujarat,Clothing,Shirt,11010.83730561517,9,0.0449857021255748,2616.082728428605,2023,10,October,4,23.759162503422765,Low,Low Discount,profit,below average
823486,2022-01-30,Vishal,Corporate,South,Delhi,Furniture,Table,16602.36460327032,6,0.2147857943251107,18174.89753055623,2022,1,January,1,109.47174071201975,Low,Low Discount,profit,below average
382803,2022-03-27,Sneha,Corporate,East,Tamil Nadu,Furniture,Laptop,42774.98599806818,1,0.0801473378211329,9187.63758785708,2022,3,March,1,21.478996131692515,High,Low Discount,profit,above Average
346242,2022-01-19,Rahul,Consumer,East,Gujarat,Furniture,Table,40175.715223223095,5,0.074654556381397,16040.617776912037,2022,1,January,1,39.926153617397084,High,Low Discount,profit,above Average
836778,2023-12-28,Sneha,Home Office,South,Tamil Nadu,Furniture,Table,49170.98769576171,7,0.222516187772775,-3760.1738167104695,2023,12,December,4,-7.647139081232199,High,Low Discount,loss,above Average
236285,2023-06-17,Vishal,Corporate,North,Tamil Nadu,Electronics,Chair,16371.946819600807,9,0.1054818109907938,2428.61392567869,2023,6,June,2,14.83399593487017,Low,Low Discount,profit,below average
756449,2022-01-09,unknown_customer,Corporate,East,Tamil Nadu,Furniture,Shoes,48783.20012998539,9,0.4550065868281528,2784.585374221273,2022,1,January,1,5.708082632548909,High,High discount,profit,above Average
732942,2023-04-01,Rahul,Corporate,South,Maharashtra,Clothing,Phone,7119.225804226862,2,0.0538576005208958,5188.208714704226,2023,4,April,2,72.87602412644162,Low,Low Discount,profit,below average
601708,2022-12-23,Amit,Home Office,North,Karnataka,Clothing,Phone,34348.44682660041,8,0.3919689075079756,-2347.5924092356004,2022,12,December,4,-6.83463919369291,High,High discount,loss,above Average
240749,2023-08-21,Vishal,Consumer,West,Delhi,Electronics,Phone,34175.20854606441,4,0.1423519971241324,1264.7293918114883,2023,8,August,3,3.7007217969329225,High,Low Discount,profit,above Average
236984,2023-12-27,Sneha,Consumer,West,Tamil Nadu,Furniture,Shoes,9033.401780190032,9,0.4471872916134494,13705.580059310889,2023,12,December,4,151.72113886672017,Low,High discount,profit,below average
154189,2023-12-18,Amit,Home Office,West,Tamil Nadu,Furniture,Laptop,36215.91625056383,4,0.1797711581192499,18633.17442424344,2023,12,December,4,51.450236120847414,High,Low Discount,profit,above Average
510789,2023-04-24,Rahul,Corporate,North,unknown,Electronics,Chair,45957.86413063935,5,0.4722783745600826,9038.10551355756,2023,4,April,2,19.66606952809194,High,High discount,profit,above Average
441207,2023-12-24,Amit,Corporate,South,Karnataka,Clothing,Phone,43340.2366933434,6,0.3778109814062169,3151.1212041176896,2023,12,December,4,7.270659886824449,High,High discount,profit,above Average
803700,2023-09-14,Priya,Corporate,South,Tamil Nadu,Clothing,Phone,16998.45661670669,4,0.1955664030922559,14833.158806643987,2023,9,September,3,87.26179759205567,Low,Low Discount,profit,below average
755538,2023-09-03,Sneha,Corporate,South,Tamil Nadu,Clothing,Chair,8974.190600004902,5,0.006868666092409,18179.27647377808,2023,9,September,3,202.57288132222365,Low,Low Discount,profit,below average
879085,2022-05-12,Neha,Home Office,East,Maharashtra,Furniture,Chair,19595.216554324463,2,0.2261403953260538,7282.060545980639,2022,5,May,2,37.16243975049902,Medium,Low Discount,profit,below average
714966,2023-05-08,Vishal,Corporate,West,Tamil Nadu,Clothing,Laptop,34043.52859254403,5,0.0205982652151472,15410.75297806758,2023,5,May,2,45.2677898419811,High,Low Discount,profit,above Average
484096,2022-09-25,Priya,Home Office,East,Gujarat,Clothing,Chair,3779.401528622623,9,0.1888981795842192,1375.29288911986,2022,9,September,3,36.389171108291215,Low,Low Discount,profit,below average
353091,2023-08-15,Karan,Consumer,South,Karnataka,Furniture,Phone,20440.802371145142,3,0.4715066997697559,6555.66601568357,2023,8,August,3,32.07147105408028,Medium,High discount,profit,below average
967392,2023-02-02,Vishal,Corporate,East,Gujarat,Electronics,Laptop,22220.429216315973,9,0.1995423284524435,14772.677195645783,2023,2,February,1,66.48241153145021,Medium,Low Discount,profit,below average
911554,2022-05-20,Karan,Home Office,North,Gujarat,Furniture,Shoes,38788.79249334205,8,0.2333704986979072,2598.392649395172,2022,5,May,2,6.698823248599906,High,Low Discount,profit,above Average
798730,2023-02-09,Sneha,Consumer,South,Karnataka,Clothing,Shirt,44899.93111195521,1,0.0937228892946569,5287.435414871126,2023,2,February,1,11.77604349032793,High,Low Discount,profit,above Average
412051,2022-10-28,Karan,Home Office,North,Karnataka,Electronics,Shoes,24479.746383896403,6,0.2406538837012247,11334.620171784278,2022,10,October,4,46.30203268462198,Medium,Low Discount,profit,below average
713712,2022-09-08,Sneha,Home Office,North,Tamil Nadu,Clothing,Phone,5618.171105400306,5,0.2694492865202824,8343.28619592382,2022,9,September,3,148.50537727311428,Low,Low Discount,profit,below average
370001,2023-04-18,Karan,Corporate,North,Gujarat,Electronics,Chair,30357.10521537697,4,0.4568360667725987,6163.917816035004,2023,4,April,2,20.304695629913873,Medium,High discount,profit,above Average
613904,2022-07-01,Rahul,Corporate,South,Delhi,Clothing,Phone,19905.885681218064,4,0.3711987691839799,-4142.622521362741,2022,7,July,3,-20.811043465759766,Medium,High discount,loss,below average
141025,2023-01-16,Amit,Consumer,West,Karnataka,Electronics,Shoes,19970.196066116703,9,0.3484296062752149,4426.338707693596,2023,1,January,1,22.16472333591023,Medium,High discount,profit,below average
288210,2023-03-15,Vishal,Corporate,East,Tamil Nadu,Furniture,Table,16158.845646334048,1,0.2628490899495341,4125.071944669893,2023,3,March,1,25.52825885558073,Low,Low Discount,profit,below average
534848,2023-10-13,Amit,Home Office,North,Delhi,Clothing,Chair,13436.009181415757,5,0.2435762772920733,15703.737784517158,2023,10,October,4,116.87799235980016,Low,Low Discount,profit,below average
636350,2022-09-23,Neha,Consumer,North,Gujarat,Clothing,Table,20791.18092217728,7,0.0285287181701294,13318.648702410672,2022,9,September,3,64.0591256084165,Medium,Low Discount,profit,below average
373672,2022-10-11,Neha,Home Office,South,Karnataka,Clothing,Laptop,29449.523353012508,7,0.3934812878777436,3684.4754458296393,2022,10,October,4,12.511154770363166,Medium,High discount,profit,above Average
516512,2023-12-16,Neha,Consumer,North,Maharashtra,Clothing,Chair,44824.884659429925,3,0.1162563571122448,19281.906558547063,2023,12,December,4,43.01607623766787,High,Low Discount,profit,above Average
832943,2022-12-31,Neha,Home Office,West,Maharashtra,Electronics,Shirt,39577.82059929125,6,0.300138215792716,-1307.6748401253262,2022,12,December,4,-3.3040597494363895,High,High discount,loss,above Average
923837,2023-12-02,Karan,Home Office,North,Karnataka,Furniture,Shoes,8728.197447488568,6,0.1535767172554346,17241.28599160392,2023,12,December,4,197.53547161750893,Low,Low Discount,profit,below average
634876,2022-06-25,Karan,Home Office,North,Karnataka,Clothing,Laptop,33520.289604696365,6,0.3373762271515436,14359.772732051406,2022,6,June,2,42.8390473393748,High,High discount,profit,above Average
618727,2022-12-23,Priya,Home Office,East,Tamil Nadu,Furniture,Table,19246.08646072252,9,0.114731223680556,16776.06679644241,2022,12,December,4,87.16611987937945,Medium,Low Discount,profit,below average
621430,2022-07-19,Amit,Corporate,East,Karnataka,Electronics,Laptop,35928.24654808304,1,0.4741316126600023,4365.845355643503,2022,7,July,3,12.151568125654725,High,High discount,profit,above Average
370146,2023-08-09,Vishal,Home Office,North,Maharashtra,Furniture,Laptop,26808.654667074006,8,0.0028781573710648,7501.3097286551165,2023,8,August,3,27.980925644389437,Medium,Low Discount,profit,above Average
325121,2023-03-19,Vishal,Home Office,East,Maharashtra,Electronics,Phone,42605.8837126873,4,0.075525708537015,4841.796561851172,2023,3,March,1,11.364150065521041,High,Low Discount,profit,above Average
247309,2022-06-01,unknown_customer,Consumer,North,Maharashtra,Clothing,Chair,10268.841189006029,8,0.3516033702497956,9081.88804641984,2022,6,June,2,88.44121628975078,Low,High discount,profit,below average
329766,2023-08-19,Rahul,Consumer,West,Tamil Nadu,Furniture,Shoes,15746.800656417923,1,0.1792890583543231,4460.32908690751,2023,8,August,3,28.325303559930532,Low,Low Discount,profit,below average
489678,2023-04-13,Vishal,Home Office,West,Tamil Nadu,Clothing,Laptop,4630.167919064063,3,0.264752949195795,-3427.159634080549,2023,4,April,2,-74.0180419800695,Low,Low Discount,loss,below average
723982,2022-01-18,unknown_customer,Home Office,South,Maharashtra,Clothing,Phone,6637.908085958634,3,0.4500172001621304,10301.389349481526,2022,1,January,1,155.19029814938781,Low,High discount,profit,below average
472598,2022-04-06,Rahul,Corporate,West,Maharashtra,Clothing,Phone,17613.2470405547,1,0.4420345733021471,-4725.939221887553,2022,4,April,2,-26.83173188342856,Medium,High discount,loss,below average
663765,2022-05-18,Priya,Consumer,East,unknown,Electronics,Chair,5744.57837761731,7,0.3321766510677815,16609.138977047907,2022,5,May,2,289.12720630224754,Low,High discount,profit,below average
777673,2023-08-27,unknown_customer,Corporate,West,Delhi,Clothing,Chair,19809.41696135059,3,0.159756333267206,6008.497393461945,2023,8,August,3,30.331520635791037,Medium,Low Discount,profit,below average
247718,2022-12-09,Amit,Home Office,South,Maharashtra,Furniture,Chair,49859.78155652472,1,0.4813486668582962,2244.78846410162,2022,12,December,4,4.502202765482962,High,High discount,profit,above Average
253939,2023-04-12,Priya,Home Office,North,Delhi,Electronics,Chair,48385.13286601062,4,0.0029558337612677,4056.693861470136,2023,4,April,2,8.384174272506472,High,Low Discount,profit,above Average
347908,2022-01-31,unknown_customer,Home Office,East,Gujarat,Furniture,Chair,20686.827045821385,6,0.0150677556360778,8324.46476495605,2022,1,January,1,40.24041360483817,Medium,Low Discount,profit,below average
528638,2023-02-02,Karan,Corporate,West,Delhi,Electronics,Table,14134.047721664663,4,0.423165980791238,-97.89914625903477,2023,2,February,1,-0.6926476278198423,Low,High discount,loss,below average
